user-query,thought,api,res_json,res_json_simple
中国和台湾会打起来吗,['涉及历史知识查询中国和台湾会打的信息做参考'],"[{'category': '历史', 'query': '中国和台湾会打起来吗', 'tag': '中国&台湾&攻打', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n中国和台湾会打起来吗[unused1]\n'], 'user': '中国和台湾会打起来吗', 'assistant': '[{""thought"":""涉及历史知识查询中国和台湾会打的信息做参考"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""中国和台湾会打起来吗"",""tag"":""中国&台湾&攻打""}}]'}}","[{""thought"":""涉及历史知识查询中国和台湾会打的信息做参考"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""中国和台湾会打起来吗"",""tag"":""中国&台湾&攻打""}}]"
台湾收回了没有,['涉及历史知识查询查询台湾收回了吗'],"[{'category': '历史', 'query': '台湾收回了吗', 'tag': '台湾&收回', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n台湾收回了没有[unused1]\n'], 'user': '台湾收回了没有', 'assistant': '[{""thought"":""涉及历史知识查询查询台湾收回了吗"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""台湾收回了吗"",""tag"":""台湾&收回""}}]'}}","[{""thought"":""涉及历史知识查询查询台湾收回了吗"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""台湾收回了吗"",""tag"":""台湾&收回""}}]"
火箭军总指挥部在哪里,['涉及事实查询火箭军总指挥部的地址信息做参考。'],"[{'category': '其他问答', 'query': '火箭军总指挥部的地址', 'tag': '火箭军总指挥部&地址', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n火箭军总指挥部在哪里[unused1]\n'], 'user': '火箭军总指挥部在哪里', 'assistant': '[{""thought"":""涉及事实查询火箭军总指挥部的地址信息做参考。"",""name"":""qasearch"",""arguments"":{""category"":""其他问答"",""query"":""火箭军总指挥部的地址"",""tag"":""火箭军总指挥部&地址""}}]'}}","[{""thought"":""涉及事实查询火箭军总指挥部的地址信息做参考。"",""name"":""qasearch"",""arguments"":{""category"":""其他问答"",""query"":""火箭军总指挥部的地址"",""tag"":""火箭军总指挥部&地址""}}]"
希特勒生前长什么样子,['问题涉及人物知识查询希特勒生前的工作和经历信息'],"[{'category': '人物', 'query': '希特勒生前的工作和经历', 'tag': '希特勒&生前&工作&经历', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n希特勒生前长什么样子[unused1]\n'], 'user': '希特勒生前长什么样子', 'assistant': '[{""thought"":""问题涉及人物知识查询希特勒生前的工作和经历信息"",""name"":""qasearch"",""arguments"":{""category"":""人物"",""query"":""希特勒生前的工作和经历"",""tag"":""希特勒&生前&工作&经历""}}]'}}","[{""thought"":""问题涉及人物知识查询希特勒生前的工作和经历信息"",""name"":""qasearch"",""arguments"":{""category"":""人物"",""query"":""希特勒生前的工作和经历"",""tag"":""希特勒&生前&工作&经历""}}]"
为什么韩国就要偷中国的文化了吗为什么他们的国旗都是偷的了,['涉及历史相关查询韩国就要偷中国的文化了吗为什么他们的国旗都是偷的了做参考'],"[{'category': '历史', 'query': '韩国就要偷中国的文化了吗为什么他们的国旗都是偷的了', 'tag': '韩国&偷&中国&国旗&偷', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n为什么韩国就要偷中国的文化了吗为什么他们的国旗都是偷的了[unused1]\n'], 'user': '为什么韩国就要偷中国的文化了吗为什么他们的国旗都是偷的了', 'assistant': '[{""thought"":""涉及历史相关查询韩国就要偷中国的文化了吗为什么他们的国旗都是偷的了做参考"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""韩国就要偷中国的文化了吗为什么他们的国旗都是偷的了"",""tag"":""韩国&偷&中国&国旗&偷""}}]'}}","[{""thought"":""涉及历史相关查询韩国就要偷中国的文化了吗为什么他们的国旗都是偷的了做参考"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""韩国就要偷中国的文化了吗为什么他们的国旗都是偷的了"",""tag"":""韩国&偷&中国&国旗&偷""}}]"
共产党会武力解决台湾问题吗,['涉及历史相关知识问答查询共产党会武力解决台湾问题吗信息作参考'],"[{'category': '历史', 'query': '共产党会武力解决台湾问题吗', 'tag': '共产党&武力&台湾问题', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n共产党会武力解决台湾问题吗[unused1]\n'], 'user': '共产党会武力解决台湾问题吗', 'assistant': '[{""thought"":""涉及历史相关知识问答查询共产党会武力解决台湾问题吗信息作参考"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""共产党会武力解决台湾问题吗"",""tag"":""共产党&武力&台湾问题""}}]'}}","[{""thought"":""涉及历史相关知识问答查询共产党会武力解决台湾问题吗信息作参考"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""共产党会武力解决台湾问题吗"",""tag"":""共产党&武力&台湾问题""}}]"
你现在没港湾怎么样,['涉及自由对话请求'],"[{'category': '汽车', 'query': '现在没港湾怎么样', 'tag': '现在&没港湾&原因', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n你现在没港湾怎么样[unused1]\n'], 'user': '你现在没港湾怎么样', 'assistant': '[{""thought"":""涉及自由对话请求"",""name"":""qasearch"",""arguments"":{""category"":""汽车"",""query"":""现在没港湾怎么样"",""tag"":""现在&没港湾&原因""}}]'}}","[{""thought"":""涉及自由对话请求"",""name"":""qasearch"",""arguments"":{""category"":""汽车"",""query"":""现在没港湾怎么样"",""tag"":""现在&没港湾&原因""}}]"
介绍一下中部战区是什么,['涉及事实问答查询中央战区的简介信息。'],"[{'category': '其他问答', 'query': '中央战区的简介', 'tag': '中央战区&简介', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n介绍一下中部战区是什么[unused1]\n'], 'user': '介绍一下中部战区是什么', 'assistant': '[{""thought"":""涉及事实问答查询中央战区的简介信息。"",""name"":""qasearch"",""arguments"":{""category"":""其他问答"",""query"":""中央战区的简介"",""tag"":""中央战区&简介""}}]'}}","[{""thought"":""涉及事实问答查询中央战区的简介信息。"",""name"":""qasearch"",""arguments"":{""category"":""其他问答"",""query"":""中央战区的简介"",""tag"":""中央战区&简介""}}]"
员工天津市公安局长武长顺判刑了吗,['涉及事实查询天津市公安局长武长顺是否被武长顺判刑信息做参考。'],"[{'category': '历史', 'query': '天津市公安局长武长顺是否被武长顺判刑', 'tag': '天津市公安局长武长顺&被武长顺&判刑', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n员工天津市公安局长武长顺判刑了吗[unused1]\n'], 'user': '员工天津市公安局长武长顺判刑了吗', 'assistant': '[{""thought"":""涉及事实查询天津市公安局长武长顺是否被武长顺判刑信息做参考。"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""天津市公安局长武长顺是否被武长顺判刑"",""tag"":""天津市公安局长武长顺&被武长顺&判刑""}}]'}}","[{""thought"":""涉及事实查询天津市公安局长武长顺是否被武长顺判刑信息做参考。"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""天津市公安局长武长顺是否被武长顺判刑"",""tag"":""天津市公安局长武长顺&被武长顺&判刑""}}]"
布达拉宫在文革期间有遭受到破坏吗,['我需要查询布达拉宫的使用期间可能发生的自然灾害。'],"[{'category': '景点', 'query': '布达拉宫的使用期间可能发生的自然灾害', 'tag': '布达拉宫&文革期间&自然灾害', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n布达拉宫在文革期间有遭受到破坏吗[unused1]\n'], 'user': '布达拉宫在文革期间有遭受到破坏吗', 'assistant': '[{""thought"":""我需要查询布达拉宫的使用期间可能发生的自然灾害。"",""name"":""qasearch"",""arguments"":{""category"":""景点"",""query"":""布达拉宫的使用期间可能发生的自然灾害"",""tag"":""布达拉宫&文革期间&自然灾害""}}]'}}","[{""thought"":""我需要查询布达拉宫的使用期间可能发生的自然灾害。"",""name"":""qasearch"",""arguments"":{""category"":""景点"",""query"":""布达拉宫的使用期间可能发生的自然灾害"",""tag"":""布达拉宫&文革期间&自然灾害""}}]"
台湾东部演习怎么样了,['涉及景点查询查询台湾东部演习怎么样了'],"[{'category': '景点', 'query': '台湾东部演习怎么样了', 'tag': '台湾&东部&演习&过程', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n台湾东部演习怎么样了[unused1]\n'], 'user': '台湾东部演习怎么样了', 'assistant': '[{""thought"":""涉及景点查询查询台湾东部演习怎么样了"",""name"":""qasearch"",""arguments"":{""category"":""景点"",""query"":""台湾东部演习怎么样了"",""tag"":""台湾&东部&演习&过程""}}]'}}","[{""thought"":""涉及景点查询查询台湾东部演习怎么样了"",""name"":""qasearch"",""arguments"":{""category"":""景点"",""query"":""台湾东部演习怎么样了"",""tag"":""台湾&东部&演习&过程""}}]"
国务院打算什么时候打打台湾,['涉及历史知识查询国务院打算什么时候打台湾'],"[{'category': '历史', 'query': '国务院打算什么时候打台湾', 'tag': '国务院&打台湾&时间', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n国务院打算什么时候打打台湾[unused1]\n'], 'user': '国务院打算什么时候打打台湾', 'assistant': '[{""thought"":""涉及历史知识查询国务院打算什么时候打台湾"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""国务院打算什么时候打台湾"",""tag"":""国务院&打台湾&时间""}}]'}}","[{""thought"":""涉及历史知识查询国务院打算什么时候打台湾"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""国务院打算什么时候打台湾"",""tag"":""国务院&打台湾&时间""}}]"
越南珍珠岛在哪里,['涉及地理知识查询越南珍珠岛的地理位置'],"[{'category': '地理', 'query': '越南珍珠岛的地理位置', 'tag': '越南&珍珠岛&地理位置', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n越南珍珠岛在哪里[unused1]\n'], 'user': '越南珍珠岛在哪里', 'assistant': '[{""thought"":""涉及地理知识查询越南珍珠岛的地理位置"",""name"":""qasearch"",""arguments"":{""category"":""地理"",""query"":""越南珍珠岛的地理位置"",""tag"":""越南&珍珠岛&地理位置""}}]'}}","[{""thought"":""涉及地理知识查询越南珍珠岛的地理位置"",""name"":""qasearch"",""arguments"":{""category"":""地理"",""query"":""越南珍珠岛的地理位置"",""tag"":""越南&珍珠岛&地理位置""}}]"
日本人杀了多少中国人中国人杀了多少日本人,['涉及历史知识查询查询日本杀了多少中国人杀了多少日本人'],"[{'category': '历史', 'query': '日本杀了多少中国人杀了多少日本人', 'tag': '日本&杀&中国人&数量', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n日本人杀了多少中国人中国人杀了多少日本人[unused1]\n'], 'user': '日本人杀了多少中国人中国人杀了多少日本人', 'assistant': '[{""thought"":""涉及历史知识查询查询日本杀了多少中国人杀了多少日本人"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""日本杀了多少中国人杀了多少日本人"",""tag"":""日本&杀&中国人&数量""}}]'}}","[{""thought"":""涉及历史知识查询查询日本杀了多少中国人杀了多少日本人"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""日本杀了多少中国人杀了多少日本人"",""tag"":""日本&杀&中国人&数量""}}]"
日本鬼子什么时候进村了,['涉及事实查询日本鬼子的进村时间信息做参考。'],"[{'category': '影视', 'query': '日本鬼子的进村时间', 'tag': '日本鬼子&进村时间', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n日本鬼子什么时候进村了[unused1]\n'], 'user': '日本鬼子什么时候进村了', 'assistant': '[{""thought"":""涉及事实查询日本鬼子的进村时间信息做参考。"",""name"":""qasearch"",""arguments"":{""category"":""影视"",""query"":""日本鬼子的进村时间"",""tag"":""日本鬼子&进村时间""}}]'}}","[{""thought"":""涉及事实查询日本鬼子的进村时间信息做参考。"",""name"":""qasearch"",""arguments"":{""category"":""影视"",""query"":""日本鬼子的进村时间"",""tag"":""日本鬼子&进村时间""}}]"
中国什么时候打小日本,['涉及历史知识查询中国的打小日本的时间做参考'],"[{'category': '历史', 'query': '中国的打小日本的时间', 'tag': '中国&打小日本&时间', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n中国什么时候打小日本[unused1]\n'], 'user': '中国什么时候打小日本', 'assistant': '[{""thought"":""涉及历史知识查询中国的打小日本的时间做参考"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""中国的打小日本的时间"",""tag"":""中国&打小日本&时间""}}]'}}","[{""thought"":""涉及历史知识查询中国的打小日本的时间做参考"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""中国的打小日本的时间"",""tag"":""中国&打小日本&时间""}}]"
中国要开始打台湾了吗,['涉及历史相关查询中国要开始打台湾了吗做参考'],"[{'category': '历史', 'query': '中国要开始打台湾了吗', 'tag': '中国&打台湾&原因', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n中国要开始打台湾了吗[unused1]\n'], 'user': '中国要开始打台湾了吗', 'assistant': '[{""thought"":""涉及历史相关查询中国要开始打台湾了吗做参考"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""中国要开始打台湾了吗"",""tag"":""中国&打台湾&原因""}}]'}}","[{""thought"":""涉及历史相关查询中国要开始打台湾了吗做参考"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""中国要开始打台湾了吗"",""tag"":""中国&打台湾&原因""}}]"
法律是统治阶级制定的吗,['涉及历史知识问答查询法律是统治阶级制定的吗做参考。'],"[{'category': '历史', 'query': '法律是统治阶级制定的吗', 'tag': '法律&统治阶级', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n法律是统治阶级制定的吗[unused1]\n'], 'user': '法律是统治阶级制定的吗', 'assistant': '[{""thought"":""涉及历史知识问答查询法律是统治阶级制定的吗做参考。"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""法律是统治阶级制定的吗"",""tag"":""法律&统治阶级""}}]'}}","[{""thought"":""涉及历史知识问答查询法律是统治阶级制定的吗做参考。"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""法律是统治阶级制定的吗"",""tag"":""法律&统治阶级""}}]"
美国政府将小米列入了黑名单小米与中国军方有关联小米,['涉及国家查询查询美国&小米&名单&小米&中国&军方&关联信息做参考'],"[{'category': '国家', 'query': '美国小米的名单小米和中国军方有关联', 'tag': '美国&小米&名单&小米&中国&军方&关联', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n美国政府将小米列入了黑名单小米与中国军方有关联小米[unused1]\n'], 'user': '美国政府将小米列入了黑名单小米与中国军方有关联小米', 'assistant': '[{""thought"":""涉及国家查询查询美国&小米&名单&小米&中国&军方&关联信息做参考"",""name"":""qasearch"",""arguments"":{""category"":""国家"",""query"":""美国小米的名单小米和中国军方有关联"",""tag"":""美国&小米&名单&小米&中国&军方&关联""}}]'}}","[{""thought"":""涉及国家查询查询美国&小米&名单&小米&中国&军方&关联信息做参考"",""name"":""qasearch"",""arguments"":{""category"":""国家"",""query"":""美国小米的名单小米和中国军方有关联"",""tag"":""美国&小米&名单&小米&中国&军方&关联""}}]"
为什么不能说大陆好如果你们,['涉及历史知识查询为什么不能说大陆好如果大家的原因'],"[{'category': '历史', 'query': '为什么不能说大陆好如果大家的原因', 'tag': '不能说&大陆好大家&原因', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n为什么不能说大陆好如果你们[unused1]\n'], 'user': '为什么不能说大陆好如果你们', 'assistant': '[{""thought"":""涉及历史知识查询为什么不能说大陆好如果大家的原因"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""为什么不能说大陆好如果大家的原因"",""tag"":""不能说&大陆好大家&原因""}}]'}}","[{""thought"":""涉及历史知识查询为什么不能说大陆好如果大家的原因"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""为什么不能说大陆好如果大家的原因"",""tag"":""不能说&大陆好大家&原因""}}]"
中国军队中上校是指哪些人,['涉及事实查询中国军队中上校的简介信息做参考。'],"[{'category': '其他问答', 'query': '中国军队中上校的简介', 'tag': '中国军队中&上校&简介', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n中国军队中上校是指哪些人[unused1]\n'], 'user': '中国军队中上校是指哪些人', 'assistant': '[{""thought"":""涉及事实查询中国军队中上校的简介信息做参考。"",""name"":""qasearch"",""arguments"":{""category"":""其他问答"",""query"":""中国军队中上校的简介"",""tag"":""中国军队中&上校&简介""}}]'}}","[{""thought"":""涉及事实查询中国军队中上校的简介信息做参考。"",""name"":""qasearch"",""arguments"":{""category"":""其他问答"",""query"":""中国军队中上校的简介"",""tag"":""中国军队中&上校&简介""}}]"
